"Symbol","Security.Name","Data","Cap","Float"
"ROAD","Construction Partners, Inc. - Common Stock","Y",1530,31.72
"ROCH","Roth CH Acquisition I Co. - Common Stock","Y",NA,NA
"ROCK","Gibraltar Industries, Inc. - Common Stock","Y",2910,32.24
"ROIC","Retail Opportunity Investments Corp. - Common Stock","Y",2020,115.02
"ROKU","Roku, Inc. - Class A Common Stock","Y",47870,108.59
"ROLL","RBC Bearings Incorporated - Common Stock","Y",4770,24.34
"ROST","Ross Stores, Inc. - Common Stock","Y",45170,347.64
"RP","RealPage, Inc. - Common Stock","Y",8960,90.79
"RPAY","Repay Holdings Corporation - Class A Common Stock","Y",2100,73.71
"RPD","Rapid7, Inc. - Common Stock","Y",4490,50.42
"RPRX","Royalty Pharma plc - Class A Ordinary Shares","Y",25230,101.25
"RPTX","Repare Therapeutics Inc. - Common Shares","Y",1230,36.2
"RRBI","Red River Bancshares, Inc. - Common Stock","Y",405.39,4.37
"RRGB","Red Robin Gourmet Burgers, Inc. - Common Stock","Y",544.35,14.59
"RRR","Red Rock Resorts, Inc. - Class A Common Stock","Y",3910,64.58
"RSSS","Research Solutions, Inc - Common Stock","Y",60.47,17.86
"RTLR","Rattler Midstream LP - Common Units Representing Limited Partnership Interests","Y",1720,41.2
"RTRX","Retrophin, Inc. - Common Stock","Y",NA,NA
"RUBY","Rubius Therapeutics, Inc. - Common Stock","Y",2160,73.57
"RUHN","Ruhnn Holding Limited - American Depositary Shares","Y",281.49,39.52
"RUN","Sunrun Inc. - Common Stock","Y",8900,189.78
"RUSHA","Rush Enterprises, Inc. - Class A Common Stock","Y",2770,47.76
"RUSHB","Rush Enterprises, Inc. - Class B Common Stock","Y",NA,NA
"RUTH","Ruth's Hospitality Group, Inc. - Common Stock","Y",865.49,32.66
"RVMD","Revolution Medicines, Inc. - Common Stock","Y",2800,55.21
"RVNC","Revance Therapeutics, Inc. - Common Stock","Y",2010,65.55
"RVSB","Riverview Bancorp Inc - Common Stock","Y",148.72,20.86
"RWLK","ReWalk Robotics Ltd. - Ordinary Shares","Y",83.39,32.74
"RXT","Rackspace Technology, Inc. - Common Stock","Y",5270,47.46
"RYAAY","Ryanair Holdings plc - American Depositary Shares, each representing five Ordinary Shares","Y",21260,215.26
"RYTM","Rhythm Pharmaceuticals, Inc. - Common Stock","Y",1070,36.86
"SABR","Sabre Corporation - Common Stock","Y",4880,314.14
"SABRP","Sabre Corporation - 6.50% Series A Mandatory Convertible Preferred Stock","Y",NA,NA
"SAFM","Sanderson Farms, Inc. - Common Stock","Y",3540,20.13
"SAFT","Safety Insurance Group, Inc. - Common Stock","Y",1270,14.16
"SAGE","Sage Therapeutics, Inc. - Common Stock","Y",4430,51.11
"SAIA","Saia, Inc. - Common Stock","Y",6290,25.86
"SAII","Software Acquisition Group Inc. II - Class A Common Stock","Y",213.23,12.94
"SAL","Salisbury Bancorp, Inc. - Common Stock","Y",119.13,2.54
"SALM","Salem Media Group, Inc. - Class A Common Stock","Y",51.86,11.15
"SAMA","Schultze Special Purpose Acquisition Corp. - Common Stock","Y",NA,NA
"SAMG","Silvercrest Asset Management Group Inc. - Common Stock","Y",222.63,7.58
"SANM","Sanmina Corporation - Common Stock","Y",2700,63.5
"SANW","S&W Seed Company - Common Stock","Y",135.02,13.82
"SASR","Sandy Spring Bancorp, Inc. - Common Stock","Y",2040,45.75
"SATS","EchoStar Corporation - Common stock","Y",2240,44.8
"SAVA","Cassava Sciences, Inc. - Common Stock","Y",1370,26.14
"SBAC","SBA Communications Corporation - Class A Common Stock","Y",31490,108.72
"SBBP","Strongbridge Biopharma plc - Ordinary Shares","Y",161.99,60.04
"SBCF","Seacoast Banking Corporation of Florida - Common Stock","Y",1980,53.9
"SBFG","SB Financial Group, Inc. - Common Stock","Y",133.17,6.68
"SBGI","Sinclair Broadcast Group, Inc. - Class A Common Stock","Y",2320,45.48
"SBLK","Star Bulk Carriers Corp. - Common Shares","Y",1610,82.45
"SBNY","Signature Bank - Common Stock","Y",12440,52.06
"SBPH","Spring Bank Pharmaceuticals, Inc. - Common Stock","Y",NA,NA
"SBRA","Sabra Health Care REIT, Inc. - Common Stock","Y",3750,204
"SBSI","Southside Bancshares, Inc. - Common Stock","Y",1270,31.5
"SBT","Sterling Bancorp, Inc. - Common Stock","Y",265.87,18.87
"SBUX","Starbucks Corporation - Common Stock","Y",136490,1170
"SCHL","Scholastic Corporation - Common Stock","Y",1090,25
"SCHN","Schnitzer Steel Industries, Inc. - Class A Common Stock","Y",1110,25.68
"SCKT","Socket Mobile, Inc. - Common Stock","Y",50.55,4.7
"SCOR","comScore, Inc. - Common Stock","Y",245.54,60.11
"SCPH","scPharmaceuticals Inc. - Common Stock","Y",174.83,25
"SCPL","SciPlay Corporation - Class A Common Stock","Y",2130,22.62
"SCSC","ScanSource, Inc. - Common Stock","Y",761.42,24.95
"SCVL","Shoe Carnival, Inc. - Common Stock","Y",865.79,8.04
"SCWX","SecureWorks Corp. - Class A Common Stock","Y",1130,8.08
"SCYX","SCYNEXIS, Inc. - Common Stock","Y",154.36,15.21
"SDC","SmileDirectClub, Inc. - Common Stock","Y",4000,99.33
"SDGR","Schrodinger, Inc. - Common Stock","Y",5110,43.92
"SEAC","SeaChange International, Inc. - Common Stock","Y",54.55,27.98
"SECO","Secoo Holding Limited - American Depositary Shares","Y",169.04,22.42
"SEDG","SolarEdge Technologies, Inc. - Common Stock","Y",12500,50.01
"SEED","Origin Agritech Limited - Common Stock","Y",80.42,3.15
"SEEL","Seelos Therapeutics, Inc. - Common Stock","Y",392.85,68.63
"SEIC","SEI Investments Company - Common Stock","Y",8920,120.48
"SELB","Selecta Biosciences, Inc. - Common Stock","Y",434.76,79.85
"SELF","Global Self Storage, Inc. - Common Stock","Y",45.79,8.43
"SENEA","Seneca Foods Corp. - Class A Common Stock","Y",445.88,6.76
"SENEB","Seneca Foods Corp. - Class B Common Stock","Y",NA,NA
"SESN","Sesen Bio, Inc. - Common Stock","Y",386.17,129.27
"SFBC","Sound Financial Bancorp, Inc. - Common Stock","Y",107.76,2.2
"SFBS","ServisFirst Bancshares, Inc. - Common Stock","Y",3180,48.58
"SFET","Safe-T Group Ltd. - American Depositary Shares","Y",34.48,22.91
"SFIX","Stitch Fix, Inc. - Class A Common Stock","Y",4670,60.45
"SFM","Sprouts Farmers Market, Inc. - Common Stock","Y",3140,117.5
"SFNC","Simmons First National Corporation - Common Stock","Y",3120,107.23
"SFST","Southern First Bancshares, Inc. - Common Stock","Y",397.29,7.14
"SFT","Shift Technologies, Inc. - Class A Common Stock","Y",618.84,62.87
"SG","Sirius International Insurance Group, Ltd. - Common Share","Y",NA,NA
"SGA","Saga Communications, Inc. - Class A Common Stock","Y",134.73,4.93
"SGBX","SG Blocks, Inc. - Common Stock","Y",33.5,7.2
"SGC","Superior Group of Companies, Inc. - Common Stock","Y",382.48,9.8
"SGEN","Seagen Inc.  - Common Stock","Y",26850,132.78
"SGH","SMART Global Holdings, Inc. - Ordinary Shares","Y",1320,16.33
"SGLB","Sigma Labs, Inc. - Common Stock","Y",27.14,5.74
"SGMA","SigmaTron International, Inc. - Common Stock","Y",21.24,3.3
"SGMO","Sangamo Therapeutics, Inc. - Common Stock","Y",1670,116.56
"SGMS","Scientific Games Corp - Common Stock","Y",4010,89.25
"SGOC","SGOCO Group, Ltd - Ordinary Shares (Cayman Islands)","Y",180.24,51.11
"SGRP","SPAR Group, Inc. - Common Stock","Y",34.24,7.98
"SGRY","Surgery Partners, Inc. - Common Stock","Y",2610,30.26
"SHBI","Shore Bancshares Inc - Common Stock","Y",196.94,11.73
"SHEN","Shenandoah Telecommunications Co - Common Stock","Y",2480,47.78
"SHIP","Seanergy Maritime Holdings Corp - Common Stock","Y",151.22,135.52
"SHOO","Steven Madden, Ltd. - Common Stock","Y",3180,76.94
"SHSP","SharpSpring, Inc. - Common Stock","Y",208.72,11.53
"SHYF","The Shyft Group, Inc. - Common Stock","Y",1330,32.19
"SIBN","SI-BONE, Inc. - Common Stock","Y",1130,31.06
"SIC","Select Interior Concepts, Inc. - Class A Common Stock","Y",188.84,19.89
"SIEB","Siebert Financial Corp. - Common Stock","Y",117.65,7.38
"SIEN","Sientra, Inc. - Common Stock","Y",390.66,56.3
"SIFY","Sify Technologies Limited - American Depository Shares, each represented by one Equity Share","Y",532.28,176.73
"SIGA","SIGA Technologies Inc. - Common Stock","Y",542.74,44.91
"SIGI","Selective Insurance Group, Inc. - Common Stock","Y",4560,58.8
"SILC","Silicom Ltd - Ordinary Shares","Y",307.85,6.29
"SILK","Silk Road Medical, Inc. - Common Stock","Y",1720,32.5
"SIMO","Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares","Y",2410,29.81
"SINA","Sina Corporation - Ordinary Shares","Y",NA,NA
"SINO","Sino-Global Shipping America, Ltd. - Common Stock","Y",61.49,12.79
"SINT","SiNtx Technologies, Inc. - Common Stock","Y",37.89,23.75
"SIRI","Sirius XM Holdings Inc. - Common Stock","Y",25710,933.84
"SITM","SiTime Corporation - Common Stock","Y",1860,9.03
"SIVB","SVB Financial Group - Common Stock","Y",27740,51.67
"SIVBP","SVB Financial Group - Depositary Shs each representing a 1/40th interest in a share of 5.25% Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series A","Y",NA,NA
"SJ","Scienjoy Holding Corporation - Ordinary Shares","Y",260.41,2.08
"SKYW","SkyWest, Inc. - Common Stock","Y",2580,48.77
"SLAB","Silicon Laboratories, Inc. - Common Stock","Y",6480,43.14
"SLCT","Select Bancorp, Inc. - Common Stock","Y",203.93,15.02
"SLDB","Solid Biosciences Inc. - Common Stock","Y",538.33,51.81
"SLGG","Super League Gaming, Inc. - Common Stock","Y",133.93,18.28
"SLGL","Sol-Gel Technologies Ltd. - Common Stock","Y",336.62,6.17
"SLGN","Silgan Holdings Inc. - Common Stock","Y",4690,83.72
"SLM","SLM Corporation - Common Stock","Y",6950,360.05
"SLMBP","SLM Corporation - Floating Rate Non-Cumulative Preferred Stock, Series B","Y",NA,NA
"SLN","Silence Therapeutics Plc - American Depository Share","Y",NA,NA
"SLNO","Soleno Therapeutics, Inc. - Common Stock","Y",96.56,66.6
"SLP","Simulations Plus, Inc. - Common Stock","Y",1270,15.33
"SLRC","Solar Capital Ltd. - Common Stock","Y",784.36,NA
"SLRX","Salarius Pharmaceuticals, Inc. - Common Stock","Y",53.66,43.62
"SLS","SELLAS Life Sciences Group, Inc.  - Common Stock","Y",116.93,14.85
"SLVO","Credit Suisse Silver Shares Covered Call Exchange Traded Notes","Y",NA,NA
"SMBC","Southern Missouri Bancorp, Inc. - Common Stock","Y",355.25,7.78
"SMBK","SmartFinancial, Inc. - Common Stock","Y",336.73,13.52
"SMCI","Super Micro Computer, Inc. - Common Stock","Y",1960,43.35
"SMED","Sharps Compliance Corp. - Common Stock","Y",226.63,13.04
"SMIT","Schmitt Industries, Inc. - Common Stock","Y",24.32,3.55
"SMMC","South Mountain Merger Corp. - Class A Common Stock","Y",NA,NA
"SMMF","Summit Financial Group, Inc. - Common Stock","Y",332.79,9.96
"SMMT","Summit Therapeutics Inc.  - Common Stock","Y",446.09,21.9
"SMPL","The Simply Good Foods Company - Common Stock","Y",3150,84.31
"SMSI","Smith Micro Software, Inc. - Common Stock","Y",280.37,33.76
"SMTC","Semtech Corporation - Common Stock","Y",4480,64.07
"SMTX","SMTC Corporation - Common Stock","Y",NA,NA
"SNBP","Sun BioPharma, Inc. - Common Stock","Y",NA,NA
"SNBR","Sleep Number Corporation - Common Stock","Y",3050,24.57
"SNCA","Seneca Biopharma, Inc. - Common Stock","Y",27.43,17.16
"SNCR","Synchronoss Technologies, Inc. - Common Stock","Y",139.53,35.04
"SND","Smart Sand, Inc. - Common Stock","Y",108.08,23.55
"SNDE","Sundance Energy Inc.  - Common Stock","Y",NA,NA
"SNDL","Sundial Growers Inc. - Common Shares","Y",2060,1650
"SNDX","Syndax Pharmaceuticals, Inc. - Common Stock","Y",960.86,44.09
"SNES","SenesTech, Inc. - Common Stock","Y",19.19,4.02
"SNEX","StoneX Group Inc. - Common Stock","Y",1280,16.64
"SNFCA","Security National Financial Corporation - Class A Common Stock","Y",143.09,7.37
"SNGX","Soligenix, Inc. - Common Stock","Y",56.45,28.7
"SNOA","Sonoma Pharmaceuticals, Inc. - Common Stock","Y",15.79,2.05
"SNPS","Synopsys, Inc. - Common Stock","Y",38390,152.03
"SNSS","Sunesis Pharmaceuticals, Inc. - Common Stock","Y",NA,NA
"SNY","Sanofi - American Depositary Shares","Y",128890,2250
"SOHO","Sotherly Hotels Inc. - Common Stock","Y",43.25,12.74
"SOHOB","Sotherly Hotels Inc. - 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock","Y",NA,NA
"SOHON","Sotherly Hotels Inc. - 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock","Y",NA,NA
"SOHOO","Sotherly Hotels Inc. - 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock","Y",NA,NA
"SOHU","Sohu.com Limited  - American Depositary Shares","Y",692.08,28.28
"SOLO","Electrameccanica Vehicles Corp. Ltd. - Common Stock","Y",454.03,NA
"SOLY","Soliton, Inc. - Common Stock","Y",342.62,10.06
"SONA","Southern National Bancorp of Virginia, Inc. - Common Stock","Y",NA,NA
"SONM","Sonim Technologies, Inc. - Common Stock","Y",43.26,59.08
"SONN","Sonnet BioTherapeutics Holdings, Inc. - Common Stock","Y",36.33,16.48
"SONO","Sonos, Inc. - Common Stock","Y",5180,118.17
"SP","SP Plus Corporation - Common Stock","Y",739.15,22.83
"SPCB","SuperCom, Ltd. - Ordinary Shares","Y",24.46,14.21
"SPFI","South Plains Financial, Inc. - Common Stock","Y",389.69,10.78
"SPI","SPI Energy Co., Ltd. - Ordinary Shares","Y",146.89,7.89
"SPKE","Spark Energy, Inc. - Class A Common Stock","Y",361.53,11.54
"SPKEP","Spark Energy, Inc. - 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock","Y",NA,NA
"SPLK","Splunk Inc. - Common Stock","Y",24070,161.33
"SPNE","SeaSpine Holdings Corporation - Common Stock","Y",565.58,24.15
"SPNS","Sapiens International Corporation N.V. - Common Shares","Y",1780,26.23
"SPOK","Spok Holdings, Inc. - Common Stock","Y",208.56,17.51
"SPPI","Spectrum Pharmaceuticals, Inc. - Common Stock","Y",441.3,137.1
"SPRB","Spruce Biosciences, Inc. - Common Stock","Y",378.04,20.65
"SPRO","Spero Therapeutics, Inc. - Common Stock","Y",371.98,24.48
"SPRT","Support.com, Inc. - Common Stock","Y",76.4,15.19
"SPSC","SPS Commerce, Inc. - Common Stock","Y",3700,35.12
"SPT","Sprout Social, Inc - Class A Common Stock","Y",3290,36.13
"SPTN","SpartanNash Company - Common Stock","Y",710.98,34.78
"SPWH","Sportsman's Warehouse Holdings, Inc. - Common Stock","Y",771.24,42.18
"SPWR","SunPower Corporation - Common Stock","Y",4420,81.01
"SQBG","Sequential Brands Group, Inc. - Common Stock","Y",40.06,0.94
"SQFT","Presidio Property Trust, Inc. - Class A Common Stock","Y",33.35,8.98
"SRAC","Stable Road Acquisition Corp. - Class A Common Stock","Y",224.14,17.3
"SRAX","SRAX, Inc. - Class A Common Stock","Y",98.21,13.42
"SRCE","1st Source Corporation - Common Stock","Y",1220,22.29
"SRCL","Stericycle, Inc. - Common Stock","Y",6300,91.27
"SRDX","Surmodics, Inc. - Common Stock","Y",801.89,13.27
"SREV","ServiceSource International, Inc. - Common Stock","Y",133.34,91.44
"SRGA","Surgalign Holdings, Inc. - Common Stock","Y",196.45,88.86
"SRNE","Sorrento Therapeutics, Inc. - Common Stock","Y",2090,230.66
"SRPT","Sarepta Therapeutics, Inc. - Common Stock","Y",5650,75.12
"SRRA","Sierra Oncology, Inc. - Common Stock","Y",205.85,10.23
"SRRK","Scholar Rock Holding Corporation - Common Stock","Y",1070,31.83
"SRTS","Sensus Healthcare, Inc. - Common Stock","Y",51.75,11.36
"SSB","South State Corporation - Common Stock","Y",5610,69.88
"SSBI","Summit State Bank - Common Stock","Y",98.97,6.03
"SSKN","Strata Skin Sciences, Inc. - Common Stock","Y",59.2,20.45
"SSNC","SS&C Technologies Holdings, Inc. - Common Stock","Y",18790,223.8
"SSNT","SilverSun Technologies, Inc. - Common Stock","Y",34.27,1.58
"SSP","E.W. Scripps Company (The) - Class A Common Stock","Y",1780,50.44
"SSPK","Silver Spike Acquisition Corp. - Class A Ordinary Shares","Y",513.69,23.1
"SSRM","SSR Mining Inc. - Common Stock","Y",3500,217.68
"SSSS","SuRo Capital Corp. - Common Stock","Y",358.22,16.26
"SSTI","ShotSpotter, Inc. - Common Stock","Y",400.9,8.04
"SSYS","Stratasys, Ltd. - Common Stock","Y",1340,51.8
"STAA","STAAR Surgical Company - Common Stock","Y",5560,45.57
"STAF","Staffing 360 Solutions, Inc. - Common Stock","Y",24.42,8.73
"STBA","S&T Bancorp, Inc. - Common Stock","Y",1290,38.3
"STCN","Steel Connect, Inc. - Common Stock","Y",124.7,55.53
"STEP","StepStone Group Inc. - Class A Common Stock","Y",3130,28.8
"STFC","State Auto Financial Corporation - Common Stock","Y",866.91,43.34
"STIM","Neuronetics, Inc. - Common Stock","Y",302.48,22.78
"STKL","SunOpta, Inc. - Common Stock","Y",1500,86.45
"STKS","The ONE Group Hospitality, Inc. - Common Stock","Y",253.45,19.56
"STLD","Steel Dynamics, Inc. - Common Stock","Y",10680,199.42
"STMP","Stamps.com Inc. - Common Stock","Y",3690,17.55
"STND","Standard AVB Financial Corp. - Common Stock","Y",156.64,4.03
"STNE","StoneCo Ltd. - Class A Common Share","Y",20270,182.73
"STOK","Stoke Therapeutics, Inc. - Common Stock","Y",1190,34.57
"STRA","Strategic Education, Inc. - Common Stock","Y",2060,22.15
"STRL","Sterling Construction Company Inc - Common Stock","Y",581.66,27.37
"STRM","Streamline Health Solutions, Inc. - Common Stock","Y",93.43,24.64
"STRO","Sutro Biopharma, Inc. - Common Stock","Y",914.76,41.02
"STRS","Stratus Properties Inc. - Common Stock","Y",266.65,6.9
"STRT","STRATTEC SECURITY CORPORATION - Common Stock","Y",194.91,3.62
"STSA","Satsuma Pharmaceuticals, Inc. - Common stock","Y",163.85,13.65
"STTK","Shattuck Labs, Inc. - Common Stock","Y",1290,27.14
"STX","Seagate Technology PLC - Ordinary Shares (Ireland)","Y",18840,229.43
"STXB","Spirit of Texas Bancshares, Inc. - Common Stock","Y",381.88,13.16
"SUMO","Sumo Logic, Inc. - Common Stock","Y",2010,95.67
"SUMR","Summer Infant, Inc. - Common Stock","Y",20.38,1.65
"SUNS","Solar Senior Capital Ltd. - Common Stock","Y",261.6,NA
"SUNW","Sunworks, Inc. - Common Stock","Y",275.44,26.83
"SUPN","Supernus Pharmaceuticals, Inc. - Common Stock","Y",1650,50.78
"SURF","Surface Oncology, Inc. - Common Stock","Y",288.71,36.17
"SVA","Sinovac Biotech, Ltd. - Ordinary Shares (Antigua/Barbudo)","Y",NA,NA
"SVBI","Severn Bancorp Inc - Common Stock","Y",153.88,9.89
"SVC","Service Properties Trust - Shares of Beneficial Interest","Y",2040,162.61
"SVMK","SVMK Inc. - Common Stock","Y",2660,122.67
"SVRA","Savara, Inc. - Common Stock","Y",199.28,45.24
"SVVC","Firsthand Technology Value Fund, Inc. - Common Stock","Y",43.36,NA
"SWAV","ShockWave Medical, Inc. - Common Stock","Y",4950,32.01
"SWBI","Smith & Wesson Brands, Inc. - Common Stock","Y",978.8,52.72
"SWIR","Sierra Wireless, Inc. - Common Stock","Y",534.61,36.18
"SWKH","SWK Holdings Corporation - Common Stock","Y",NA,NA
"SWKS","Skyworks Solutions, Inc. - Common Stock","Y",30830,164.37
"SWTX","SpringWorks Therapeutics, Inc. - common stock","Y",3500,38.35
"SXTC","China SXT Pharmaceuticals, Inc. - Common Stock","Y",20.01,11.96
"SY","So-Young International Inc. - American Depository Shares","Y",921.51,13
"SYBT","Stock Yards Bancorp, Inc. - Common Stock","Y",1160,21.58
"SYBX","Synlogic, Inc. - Common Stock","Y",114.23,32.76
"SYKE","Sykes Enterprises, Incorporated - Common Stock","Y",1760,38.77
"SYNA","Synaptics Incorporated - Common Stock","Y",4560,34.61
"SYNC","Synacor, Inc. - Common Stock","Y",NA,NA
"SYNH","Syneos Health, Inc. - Class A Common Stock","Y",8830,61.16
"SYNL","Synalloy Corporation - Common Stock","Y",86.39,7.57
"SYPR","Sypris Solutions, Inc. - Common Stock","Y",60.46,10.83
"SYRS","Syros Pharmaceuticals, Inc. - common stock","Y",378.73,56.28
"SYTA","Siyata Mobile, Inc. - Common Shares","Y",46.46,3.08
"TA","TravelCenters of America Inc.  - Common Stock","Y",367.43,12.32
"TACO","Del Taco Restaurants, Inc. - Common Stock","Y",394.35,30.38
"TACT","TransAct Technologies Incorporated - Common Stock","Y",106.62,8.6
"TAIT","Taitron Components Incorporated - Class A Common Stock","Y",25.28,2.98
"TANH","Tantech Holdings Ltd. - Common Stock","Y",48.1,24.11
"TANNI","TravelCenters of America Inc.  - 8.25% Senior Notes due 2028","Y",NA,NA
"TANNL","TravelCenters of America Inc.  - 8.00% Senior Notes due 2029","Y",NA,NA
"TANNZ","TravelCenters of America Inc.  - 8.00% Senior Notes due 2030","Y",NA,NA
"TAOP","Taoping Inc. - Ordinary Shares","Y",68.5,6.27
"TARA","Protara Therapeutics, Inc.  - Common Stock","Y",174.11,9.04
"TARS","Tarsus Pharmaceuticals, Inc. - Common Stock","Y",611.09,13.52
"TAST","Carrols Restaurant Group, Inc. - Common Stock","Y",307.77,33.67
"TATT","TAT Technologies Ltd. - Ordinary Shares","Y",46.41,2.76
"TAYD","Taylor Devices, Inc. - Common Stock","Y",41.49,3.04
"TBBK","The Bancorp, Inc. - Common Stock","Y",1240,51.73
"TBIO","Translate Bio, Inc. - Common Stock","Y",1510,67.18
"TBK","Triumph Bancorp, Inc. - Common Stock","Y",2230,22.84
"TBKCP","Triumph Bancorp, Inc. - Depositary Shares, Each Representing a 1/40th Interest in a Share of Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock ","Y",NA,NA
"TBLT","ToughBuilt Industries, Inc. - Common Stock","Y",61.04,36.73
"TBNK","Territorial Bancorp Inc. - Common Stock","Y",250.21,7.85
"TBPH","Theravance Biopharma, Inc. - Ordinary Shares","Y",1410,51.21
"TC","TuanChe Limited - American Depositary Shares","Y",82.54,4.91
"TCBI","Texas Capital Bancshares, Inc. - Common Stock","Y",3300,49.94
"TCBIL","Texas Capital Bancshares, Inc. - 6.50% Subordinated Notes due 2042","Y",NA,NA
"TCBIP","Texas Capital Bancshares, Inc. - Non Cumulative Preferred Perpetual Stock Series A","Y",NA,NA
"TCBK","TriCo Bancshares - Common Stock","Y",1360,26.8
"TCCO","Technical Communications Corporation - Common Stock","Y",NA,NA
"TCDA","Tricida, Inc. - Common Stock","Y",251.26,48.88
"TCF","TCF Financial Corporation - Common Stock","Y",7120,150.53
"TCFC","The Community Financial Corporation - Common Stock","Y",204.99,5.3
"TCFCP","TCF Financial Corporation - Depositary Shares representing 5.70% Series C Non-Cumulative Preferred Stock","Y",NA,NA
"TCMD","Tactile Systems Technology, Inc. - Common Stock","Y",1100,18.61
"TCOM","Trip.com Group Limited - American Depositary Shares","Y",22000,73.53
"TCON","TRACON Pharmaceuticals, Inc. - Common Stock","Y",114.15,10.02
"TCPC","BlackRock TCP Capital Corp. - Common Stock","Y",845.01,57.33
"TCRR","TCR2 Therapeutics Inc. - Common Stock","Y",882.46,25.71
"TCX","Tucows Inc. - Common Stock","Y",889.55,9.34
"TDAC","Trident Acquisitions Corp. - Common Stock","Y",138.49,4.88
"TEAM","Atlassian Corporation Plc - Class A Ordinary Shares","Y",58130,129.16
"TECH","Bio-Techne Corp - Common Stock","Y",15950,38.59
"TECTP","Tectonic Financial, Inc. - 9.00% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock","Y",NA,NA
"TEDU","Tarena International, Inc. - American Depositary Shares","Y",174.22,41.3
"TELA","TELA Bio, Inc. - Common stock","Y",197.05,12.8
"TELL","Tellurian Inc. - Common Stock","Y",738.4,182.59
"TENB","Tenable Holdings, Inc. - Common Stock","Y",4230,88.86
"TENX","Tenax Therapeutics, Inc. - Common Stock","Y",27.83,12.25
"TER","Teradyne, Inc. - Common Stock","Y",21320,165.61
"TESS","TESSCO Technologies Incorporated - Common Stock","Y",66.84,6.63
"TEUM","Pareteum Corporation - Common Stock","Y",NA,NA
"TFFP","TFF Pharmaceuticals, Inc. - Common Stock","Y",273.31,17.74
"TFSL","TFS Financial Corporation - Common Stock","Y",5560,47.77
"TGA","TransGlobe Energy Corporation - Common Shares","Y",117.76,66.29
"TGLS","Tecnoglass Inc. - Ordinary Shares","Y",626.28,20.8
"TGTX","TG Therapeutics, Inc. - Common Stock","Y",6160,120.36
"TH","Target Hospitality Corp. - Common Stock","Y",356.02,29.97
"THBR","Thunder Bridge Acquisition II, Ltd. - Class A Ordinary Shares","Y",432.12,34.4
"THCA","Tuscan Holdings Corp. II - Common Stock","Y",221.9,17.68
"THCB","Tuscan Holdings Corp. - Common Stock","Y",405.58,28.09
"THFF","First Financial Corporation Indiana - Common Stock","Y",600.63,11.98
"THMO","ThermoGenesis Holdings, Inc. - Common Stock","Y",30.99,4.81
"THRM","Gentherm Inc - Common Stock","Y",2550,32.41
"THRY","Thryv Holdings, Inc. - Common Stock","Y",752.58,29.23
"THTX","Theratechnologies Inc. - Common Shares","Y",334.89,78.29
"TIG","Trean Insurance Group, Inc. - Common Stock","Y",832.74,10.21
"TIGO","Millicom International Cellular S.A. - Common Stock","Y",3970,100.78
"TIGR","UP Fintech Holding Limited - American Depositary Shares representing fifteen Class A Ordinary Shares","Y",2820,107.97
"TILE","Interface, Inc. - Common Stock","Y",719.12,57.52
"TIPT","Tiptree Inc. - Common Stock","Y",311.9,21.63
"TITN","Titan Machinery Inc. - Common Stock","Y",588.64,19.21
"TLC","Taiwan Liposome Company, Ltd. - American Depositary Shares","Y",256.25,36.41
"TLGT","Teligent, Inc. - Common Stock","Y",38.79,21.75
"TLND","Talend S.A. - American Depositary Shares","Y",2030,28.52
"TLRY","Tilray, Inc. - Class 2 Common Stock","Y",3070,144.75
"TLSA","Tiziana Life Sciences plc - American Depository Share","Y",239.37,34.93
"TMDI","Titan Medical Inc. - Ordinary Shares","Y",175.24,99.81
"TMDX","TransMedics Group, Inc. - Common Stock","Y",726.72,25.29
"TMUS","T-Mobile US, Inc. - Common Stock","Y",162090,586.75
"TNAV","Telenav, Inc. - Common Stock","Y",NA,NA
"TNDM","Tandem Diabetes Care, Inc. - Common Stock","Y",5650,60.37
"TNXP","Tonix Pharmaceuticals Holding Corp. - Common Stock","Y",371.28,323.67
"TOMZ","TOMI Environmental Solutions, Inc. - Common Stock","Y",62.96,10.22
"TOPS","TOP Ships Inc. - Common Stock","Y",63.31,33.49
"TOTA","Tottenham Acquisition I Limited - Ordinary Shares","Y",NA,NA
"TOUR","Tuniu Corporation - American Depositary Shares","Y",336.2,23.89
"TOWN","Towne Bank - Common Stock","Y",2220,66.71
"TPCO","Tribune Publishing Company - Common Stock","Y",639.84,21.98
"TPIC","TPI Composites, Inc. - Common Stock","Y",1850,32.7
"TPTX","Turning Point Therapeutics, Inc. - Common stock","Y",3760,45.58
"TRCH","Torchlight Energy Resources, Inc. - Common Stock","Y",257.38,120.58
"TREE","LendingTree, Inc. - Common Stock","Y",2890,11.38
"TRHC","Tabula Rasa HealthCare, Inc. - Common Stock","Y",1070,22.34
"TRIB","Trinity Biotech plc - American Depositary Shares each representing 4 A Ordinary Shares","Y",86.31,18.99
"TRIL","Trillium Therapeutics Inc. - Common Shares","Y",969.83,86.18
