"Symbol","Security.Name","Data","Cap","Float"
"MYT","Urban Tea, Inc. - Ordinary Shares","Y",28.29,7.94
"NAII","Natural Alternatives International, Inc. - Common Stock","Y",100.9,4.78
"NAKD","Naked Brand Group Limited - Ordinary Shares","Y",356.66,424.36
"NAOV","NanoVibronix, Inc. - Common Stock","Y",20.5,17.42
"NARI","Inari Medical, Inc. - Common Stock","Y",5290,32.28
"NATH","Nathan's Famous, Inc. - Common Stock","Y",263.98,2.82
"NATI","National Instruments Corporation - Common Stock","Y",5800,120.91
"NATR","Nature's Sunshine Products, Inc. - Common Stock","Y",389.65,18.48
"NAVI","Navient Corporation - Common Stock","Y",2760,181.26
"NBAC","Newborn Acquisition Corp. - Ordinary Shares","Y",NA,NA
"NBEV","NewAge, Inc. - Common Stock","Y",314.14,131.93
"NBIX","Neurocrine Biosciences, Inc. - Common Stock","Y",8820,91.22
"NBLX","Noble Midstream Partners LP - Common Units, Representing Limited Partner Interests","Y",1300,33.74
"NBN","Northeast Bank - Common Stock","Y",221.82,7.36
"NBRV","Nabriva Therapeutics plc - Ordinary Shares","Y",53.75,24.75
"NBSE","NeuBase Therapeutics, Inc.  - Common Stock","Y",147.23,19.22
"NBTB","NBT Bancorp Inc. - Common Stock","Y",1690,42.15
"NCBS","Nicolet Bankshares Inc. - Common Stock","Y",776.56,8.95
"NCMI","National CineMedia, Inc. - Common Stock","Y",344.21,77.38
"NCNA","NuCana plc - American Depositary Shares","Y",215.88,32.48
"NCNO","nCino, Inc. - Common Stock","Y",6400,90.8
"NCSM","NCS Multistage Holdings, Inc. - Common Stock","Y",58.85,0.65
"NCTY","The9 Limited - American Depository Shares","Y",295.36,8.26
"NDAQ","Nasdaq, Inc. - Common Stock","Y",26120,114
"NDLS","Noodles & Company - Common Stock","Y",457.78,36.01
"NDRA","ENDRA Life Sciences Inc. - Common Stock","Y",97.07,38.37
"NDSN","Nordson Corporation - Common Stock","Y",11870,51.59
"NEO","NeoGenomics, Inc. - Common Stock","Y",5640,110.38
"NEOG","Neogen Corporation - Common Stock","Y",5010,53.06
"NEON","Neonode Inc. - Common Stock","Y",95,6.82
"NEOS","Neos Therapeutics, Inc. - Common Stock","Y",NA,NA
"NEPH","Nephros, Inc. - Common Stock","Y",74.8,8.66
"NEPT","Neptune Wellness Solutions Inc. - Ordinary Shares","Y",210.18,110.06
"NERV","Minerva Neurosciences, Inc - Common Stock","Y",101.7,41.13
"NESR","National Energy Services Reunited Corp. - Ordinary Shares","Y",1080,45.95
"NETE","Net Element, Inc. - Common Stock","Y",51.71,4.13
"NEWA","Newater Technology, Inc. - Ordinary Shares","Y",35.99,5.61
"NEWT","Newtek Business Services Corp. - Common Stock","Y",594.35,20.36
"NEWTL","Newtek Business Services Corp. - 5.75% Notes due 2024","Y",NA,NA
"NEXT","NextDecade Corporation - Common Stock","Y",281.53,108.37
"NFBK","Northfield Bancorp, Inc. - Common Stock","Y",831.72,42.48
"NFE","New Fortress Energy Inc. - Class A Common Stock","Y",7640,75.71
"NFIN","Netfin Acquisition Corp. - Class A Ordinary Shares","Y",NA,NA
"NFLX","Netflix, Inc. - Common Stock","Y",246760,436.03
"NGHC","National General Holdings Corp - Common Stock","Y",NA,NA
"NGHCN","National General Holdings Corp - Depositary Shares, each representing 1/40th of a share of 7.50% Non-Cumulative Preferred Stock, Series C","Y",NA,NA
"NGHCO","National General Holdings Corp - Depositary Shares","Y",NA,NA
"NGHCP","National General Holdings Corp - 7.50% Non-Cumulative Preferred Stock, Series A","Y",NA,NA
"NGHCZ","National General Holdings Corp - 7.625% Subordinated Notes due 2055","Y",NA,NA
"NGM","NGM Biopharmaceuticals, Inc. - Common Stock","Y",1990,50.63
"NH","NantHealth, Inc. - Common Stock","Y",295.01,44.91
"NHIC","NewHold Investment Corp. - Class A Common Stock","Y",215.45,9.89
"NHLD","National Holdings Corporation - Common Stock","Y",NA,NA
"NHTC","Natural Health Trends Corp. - Commn Stock","Y",79.42,6.95
"NICE","NICE Ltd - American Depositary Shares each representing one Ordinary Share","Y",14690,62.73
"NICK","Nicholas Financial, Inc. - Common Stock","Y",131.57,4.45
"NIU","Niu Technologies - American Depositary Shares","Y",2580,64.11
"NK","NantKwest, Inc. - Common Stock","Y",NA,NA
"NKLA","Nikola Corporation - Common Stock","Y",3900,144.44
"NKSH","National Bankshares, Inc. - Common Stock","Y",229.27,6.32
"NKTR","Nektar Therapeutics - Common Stock","Y",3490,177.86
"NKTX","Nkarta, Inc. - Common Stock","Y",1120,10.75
"NLOK","NortonLifeLock Inc. - Common Stock","Y",12590,576.37
"NLTX","Neoleukin Therapeutics, Inc. - Common Stock","Y",521.18,32.01
"NMCI","Navios Maritime Containers L.P. - Common units representing limited partner interests","Y",NA,NA
"NMFC","New Mountain Finance Corporation - Common Stock","Y",1260,NA
"NMFCL","New Mountain Finance Corporation - 5.75% Notes due 2023","Y",NA,NA
"NMIH","NMI Holdings Inc - Common Stock","Y",1980,83.67
"NMRD","Nemaura Medical Inc. - Common Stock","Y",126.22,8.8
"NMRK","Newmark Group, Inc. - Class A Common Stock","Y",1910,151.68
"NMTR","9 Meters Biopharma, Inc. - Common Stock","Y",258.06,180.5
"NNBR","NN, Inc. - Common Stock","Y",328.25,41.41
"NNDM","Nano Dimension Ltd. - American Depositary Shares","Y",1600,45.6
"NNOX","NANO-X IMAGING LTD - Ordinary Shares","Y",1560,33.63
"NODK","NI Holdings, Inc. - Common Stock","Y",418.56,7.39
"NOVN","Novan, Inc. - Common Stock","Y",187.06,130.56
"NOVS","Novus Capital Corporation - Common Stock","Y",NA,NA
"NOVT","Novanta Inc. - Common Shares","Y",4870,34.2
"NPA","New Providence Acquisition Corp. - Class A Common Stock","Y",NA,NA
"NRBO","NeuroBo Pharmaceuticals, Inc. - Common Stock","Y",58.53,15.78
"NRC","National Research Corporation - Common Stock","Y",1190,13.55
"NRIM","Northrim BanCorp Inc - Common Stock","Y",261.21,6.1
"NRIX","Nurix Therapeutics, Inc. - Common stock","Y",1390,35.98
"NSEC","National Security Group, Inc. - Common Stock","Y",26.37,1.09
"NSIT","Insight Enterprises, Inc. - Common Stock","Y",3580,34.44
"NSSC","NAPCO Security Technologies, Inc. - Common Stock","Y",598.11,14.38
"NSTG","NanoString Technologies, Inc. - Common Stock","Y",3230,44.25
"NSYS","Nortech Systems Incorporated - Common Stock","Y",15.5,1.16
"NTAP","NetApp, Inc. - Common Stock","Y",16980,222.29
"NTCT","NetScout Systems, Inc. - Common Stock","Y",2110,70.35
"NTEC","Intec Pharma Ltd. - Ordinary Shares","Y",17.42,4.37
"NTES","NetEase, Inc. - American Depositary Shares, each representing 25 ordinary shares","Y",73160,390.07
"NTGR","NETGEAR, Inc. - Common Stock","Y",1160,29.62
"NTIC","Northern Technologies International Corporation - Common Stock","Y",136.27,7.55
"NTLA","Intellia Therapeutics, Inc. - Common Stock","Y",4840,52.88
"NTNX","Nutanix, Inc. - Class A Common Stock","Y",5750,187.6
"NTRA","Natera, Inc. - Common Stock","Y",9140,81.39
"NTRP","Neurotrope, Inc. - Common Stock","Y",NA,NA
"NTRS","Northern Trust Corporation - Common Stock","Y",22420,207.3
"NTRSO","Northern Trust Corporation - Depositary Shares Each Representing a 1/1,000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock","Y",NA,NA
"NTUS","Natus Medical Incorporated - Common Stock","Y",941.86,33.22
"NTWK","NETSOL Technologies Inc. - Common Stock","Y",50.17,9.85
"NUAN","Nuance Communications, Inc. - Common Stock","Y",15090,283.11
"NURO","NeuroMetrix, Inc. - Common Stock","Y",11.79,3.76
"NUVA","NuVasive, Inc. - Common Stock","Y",3530,50.92
"NUZE","NuZee, Inc. - Common Stock","Y",50.69,8.62
"NVAX","Novavax, Inc. - Common Stock","Y",14540,62.53
"NVCN","Neovasc Inc. - Common Shares","Y",54.26,55.58
"NVCR","NovoCure Limited - Ordinary Shares","Y",20190,87.59
"NVDA","NVIDIA Corporation - Common Stock","Y",386350,593.09
"NVEC","NVE Corporation - Common Stock","Y",340.2,4.75
"NVEE","NV5 Global, Inc. - Common Stock","Y",1220,9.72
"NVFY","Nova Lifestyle, Inc - Common Stock","Y",15.62,3.46
"NVIV","InVivo Therapeutics Holdings Corp. - Common Stock","Y",24.66,34.17
"NVMI","Nova Measuring Instruments Ltd. - Ordinary Shares","Y",2640,27.93
"NVUS","Novus Therapeutics, Inc. - Common Stock","Y",NA,NA
"NWBI","Northwest Bancshares, Inc. - Common Stock","Y",1820,121
"NWE","NorthWestern Corporation - Common Stock","Y",3440,49.98
"NWFL","Norwood Financial Corp. - Common Stock","Y",206.1,7.85
"NWGI","Newgioco Group, Inc. - Common Stock","Y",NA,NA
"NWL","Newell Brands Inc. - Common Stock","Y",11200,420.85
"NWLI","National Western Life Group, Inc. - Class A Common Stock","Y",873.42,2.25
"NWPX","Northwest Pipe Company - Common Stock","Y",319.64,9.52
"NWS","News Corporation - Class B Common Stock","Y",14640,508.42
"NWSA","News Corporation - Class A Common Stock","Y",15380,509.7
"NXGN","NextGen Healthcare, Inc. - Common Stock","Y",1240,54.41
"NXPI","NXP Semiconductors N.V. - Common Stock","Y",54350,274.38
"NXST","Nexstar Media Group, Inc. - Class A Common Stock","Y",6560,42.37
"NXTC","NextCure, Inc. - Common Stock","Y",248.64,23.59
"NXTD","NXT-ID Inc. - Common Stock","Y",44.77,35
"NYMT","New York Mortgage Trust, Inc. - Common Stock","Y",1690,374.7
"NYMTM","New York Mortgage Trust, Inc. - 7.875% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock","Y",NA,NA
"NYMTN","New York Mortgage Trust, Inc. - 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock","Y",NA,NA
"NYMTO","New York Mortgage Trust, Inc. - 7.875% Series C Cumulative Redeemable Preferred Stock","Y",NA,NA
"NYMTP","New York Mortgage Trust, Inc. - 7.75% Series B Cumulative Redeemable Preferred Stock","Y",NA,NA
"NYMX","Nymox Pharmaceutical Corporation - Common Stock","Y",177.89,43.07
"OBAS","Optibase Ltd. - Ordinary Shares","Y",58.19,0.9
"OBCI","Ocean Bio-Chem, Inc. - Common Stock","Y",131.36,3.62
"OBLN","Obalon Therapeutics, Inc. - Common Stock","Y",23.78,7.47
"OBNK","Origin Bancorp, Inc. - Common Stock","Y",991.57,21.16
"OBSV","ObsEva SA - Common Shares","Y",154.88,52.82
"OCC","Optical Cable Corporation - Common Stock","Y",28.11,4.82
"OCCI","OFS Credit Company, Inc. - Common Stock","Y",71.99,NA
"OCCIP","OFS Credit Company, Inc. - 6.875% Series A Term Preferred Stock","Y",NA,NA
"OCFC","OceanFirst Financial Corp. - Common Stock","Y",1390,58.8
"OCFCP","OceanFirst Financial Corp. - Depositary Shares","Y",NA,NA
"OCGN","Ocugen, Inc. - Common Stock","Y",1130,181.89
"OCSI","Oaktree Strategic Income Corporation - Common Stock","Y",NA,NA
"OCSL","Oaktree Specialty Lending Corporation - Common Stock","Y",1200,NA
"OCUL","Ocular Therapeutix, Inc. - Common Stock","Y",1180,66.9
"ODFL","Old Dominion Freight Line, Inc. - Common Stock","Y",28840,102.45
"ODP","The ODP Corporation - Common Stock","Y",2090,51.71
"ODT","Odonate Therapeutics, Inc. - Common Stock","Y",123.92,37.15
"OEG","Orbital Energy Group, Inc. - Common Stock","Y",187.04,39.21
"OESX","Orion Energy Systems, Inc. - Common Stock","Y",193.9,26.14
"OFED","Oconee Federal Financial Corp. - Common Stock","Y",146.63,1.24
"OFIX","Orthofix Medical Inc.  - Common Stock","Y",843.45,18.83
"OFLX","Omega Flex, Inc. - Common Stock","Y",1450,2.69
"OFS","OFS Capital Corporation - Common Stock","Y",119.74,NA
"OFSSG","OFS Capital Corporation - 6.25% Notes Due 2023","Y",NA,NA
"OFSSZ","OFS Capital Corporation - 6.50% Notes due 2025","Y",NA,NA
"OGI","Organigram Holdings Inc. - Common Shares","Y",775.41,186.32
"OIIM","O2Micro International Limited - American Depositary Shares","Y",196.55,25.64
"OKTA","Okta, Inc. - Class A Common Stock","Y",35460,119.78
"OLB","The OLB Group, Inc. - Common Stock","Y",33.12,2.1
"OLED","Universal Display Corporation - Common Stock","Y",10410,42.92
"OLLI","Ollie's Bargain Outlet Holdings, Inc. - Common Stock","Y",6110,56.77
"OM","Outset Medical, Inc. - Common Stock","Y",2450,25.76
"OMAB","Grupo Aeroportuario del Centro Norte S.A.B. de C.V. - American Depositary Shares each representing 8 Series B shares","Y",2260,35.77
"OMCL","Omnicell, Inc. - Common Stock","Y",5910,41.68
"OMER","Omeros Corporation - Common Stock","Y",1120,58.93
"OMEX","Odyssey Marine Exploration, Inc. - Common Stock","Y",81.72,8.87
"OMP","Oasis Midstream Partners LP - Common Units, Representing Limited Partner Interests","Y",771.17,10.8
"ON","ON Semiconductor Corporation - Common Stock","Y",17350,405.56
"ONB","Old National Bancorp - Common Stock","Y",3150,162.83
"ONCR","Oncorus, Inc. - Common Stock","Y",352.85,12.19
"ONCS","OncoSec Medical Incorporated - Common Stock","Y",173.7,15.46
"ONCT","Oncternal Therapeutics, Inc.  - Common Stock","Y",287.21,43.5
"ONCY","Oncolytics Biotech Inc. - Common Shares","Y",149.44,42.76
"ONEM","1Life Healthcare, Inc. - Common Stock","Y",5720,107.1
"ONEW","OneWater Marine Inc. - Class A Common Stock","Y",611.56,8.97
"ONTX","Onconova Therapeutics, Inc. - Common Stock","Y",151,221.88
"ONVO","Organovo Holdings, Inc. - Common Stock","Y",59.56,6.64
"OPCH","Option Care Health, Inc. - Common Stock","Y",3470,81.88
"OPES","Opes Acquisition Corp. - Common Stock","Y",NA,NA
"OPGN","OpGen, Inc. - Common Stock","Y",92.7,36.02
"OPHC","OptimumBank Holdings, Inc. - Common Stock","Y",11.92,1.64
"OPI","Office Properties Income Trust - Common Shares of Beneficial Interest","Y",1370,47.46
"OPINI","Office Properties Income Trust - 5.875% Senior Notes due 2046","Y",NA,NA
"OPINL","Office Properties Income Trust - 6.375% Senior Notes due 2050","Y",NA,NA
"OPK","Opko Health, Inc. - Common Stock","Y",2800,401.33
"OPNT","Opiant Pharmaceuticals, Inc. - Common Stock","Y",45.8,3.97
"OPOF","Old Point Financial Corporation - Common Stock","Y",115.17,4.52
"OPRA","Opera Limited - American Depositary Shares","Y",1200,59.63
"OPRT","Oportun Financial Corporation - common stock","Y",562.59,24.1
"OPRX","OptimizeRx Corporation - Common Stock","Y",852.25,14.02
"OPTN","OptiNose, Inc. - Common Stock","Y",189.02,27.89
"OPTT","Ocean Power Technologies, Inc. - Common Stock","Y",119.75,30.78
"ORBC","ORBCOMM Inc. - Common Stock","Y",915.05,74.62
"ORGO","Organogenesis Holdings Inc.  - Class A ","Y",2830,26.73
"ORGS","Orgenesis Inc. - Common Stock","Y",124.68,21.54
"ORIC","Oric Pharmaceuticals, Inc. - Common Stock","Y",793.37,22.89
"ORLY","O'Reilly Automotive, Inc. - Common Stock","Y",36710,68.69
"ORMP","Oramed Pharmaceuticals Inc. - Common Stock","Y",265.73,23.57
"ORPH","Orphazyme A/S - American Depositary Shares","Y",355.81,24.59
"ORRF","Orrstown Financial Services Inc - Common Stock","Y",251.55,10.78
"ORSN","Orisun Acquisition Corp. - Common Stock","Y",NA,NA
"ORTX","Orchard Therapeutics plc - American Depositary Shares","Y",611.68,81.79
"OSBC","Old Second Bancorp, Inc. - Common Stock","Y",373.45,27.04
"OSIS","OSI Systems, Inc. - Common Stock","Y",1790,17.03
"OSMT","Osmotica Pharmaceuticals plc - Ordinary Shares","Y",190.96,14.8
"OSN","Ossen Innovation Co., Ltd. - American Depositary Shares","Y",30.95,2.25
"OSPN","OneSpan Inc. - Common Stock","Y",1080,34.47
"OSS","One Stop Systems, Inc. - Common Stock","Y",92.93,11.65
"OSTK","Overstock.com, Inc. - Common Stock","Y",2970,42.34
"OSUR","OraSure Technologies, Inc. - Common Stock","Y",690.18,70.57
"OSW","OneSpaWorld Holdings Limited - Common Shares","Y",780.94,20.03
"OTEL","Otelco Inc. - Common Stock","Y",NA,NA
"OTEX","Open Text Corporation - Common Shares","Y",13450,268.76
"OTIC","Otonomy, Inc. - Common Stock","Y",114.61,48.2
"OTLK","Outlook Therapeutics, Inc. - Common Stock","Y",331.3,80.9
"OTRK","Ontrak, Inc. - Common Stock","Y",505.06,7.41
"OTRKP","Ontrak, Inc. - 9.50% Series A Cumulative Perpetual Preferred Stock","Y",NA,NA
"OTTR","Otter Tail Corporation - Common Stock","Y",1950,40.29
"OVBC","Ohio Valley Banc Corp. - Common Stock","Y",110.07,3.99
"OVID","Ovid Therapeutics Inc. - Common Stock","Y",245.9,41.28
"OVLY","Oak Valley Bancorp (CA) - Common Stock","Y",140.91,6.12
"OXBR","Oxbridge Re Holdings Limited - Ordinary Shares","Y",12.69,3.54
"OXFD","Oxford Immunotec Global PLC - Ordinary Shares","Y",NA,NA
"OXLC","Oxford Lane Capital Corp. - Common Stock","Y",634.04,NA
"OXLCM","Oxford Lane Capital Corp. - 6.75% Series 2024 Term Preferred Stock","Y",NA,NA
"OXLCO","Oxford Lane Capital Corp. - Term Preferred Shares, 7.50% Series 2023","Y",NA,NA
"OXLCP","Oxford Lane Capital Corp. - 6.25% Series 2027 Term Preferred Shares","Y",NA,NA
"OXSQ","Oxford Square Capital Corp. - Closed End Fund","Y",238.03,46.8
"OXSQZ","Oxford Square Capital Corp. - 6.25% Notes due 2026","Y",NA,NA
"OYST","Oyster Point Pharma, Inc. - common stock","Y",538.57,23.34
"OZK","Bank OZK - Common Stock","Y",4980,119.48
"PAAS","Pan American Silver Corp. - Common Stock","Y",7060,206.97
"PACB","Pacific Biosciences of California, Inc. - Common Stock","Y",5960,180.45
"PACW","PacWest Bancorp - Common Stock","Y",4580,115.94
"PAE","PAE Incorporated - Class A Common Stock","Y",734.34,62.54
"PAHC","Phibro Animal Health Corporation - Class A Common Stock","Y",1020,20.21
"PAND","Pandion Therapeutics Inc. - Common stock","Y",NA,NA
"PANL","Pangaea Logistics Solutions Ltd. - Common Stock","Y",134.6,24.71
"PASG","Passage Bio, Inc. - Common Stock","Y",939.45,28.09
"PATI","Patriot Transportation Holding, Inc. - Common Stock","Y",37.32,2.17
"PATK","Patrick Industries, Inc. - Common Stock","Y",2120,21.57
"PAVM","PAVmed Inc. - Common Stock","Y",366.57,72.01
"PAYA","Paya Holdings Inc. - Common Stock","Y",1290,51.65
"PAYS","Paysign, Inc. - Common Stock","Y",204.69,30.57
"PAYX","Paychex, Inc. - Common Stock","Y",34330,321.9
"PBCT","People's United Financial, Inc. - Common Stock","Y",7710,421.61
"PBCTP","People's United Financial, Inc. - Perpetual Preferred Series A Fixed-to-floating Rate","Y",NA,NA
"PBFS","Pioneer Bancorp, Inc. - Common Stock","Y",309.26,11.5
"PBHC","Pathfinder Bancorp, Inc. - Common Stock","Y",67.06,2.77
"PBIP","Prudential Bancorp, Inc. - Common Stock","Y",110.88,6.84
"PBPB","Potbelly Corporation - Common Stock","Y",171.6,17.53
"PBTS","Powerbridge Technologies Co., Ltd. - Ordinary Shares","Y",93.39,7.9
"PBYI","Puma Biotechnology Inc - Common Stock","Y",390.14,34.44
"PCAR","PACCAR Inc. - Common Stock","Y",32440,339.44
"PCB","PCB Bancorp - Common Stock","Y",228.68,12.1
"PCH","PotlatchDeltic Corporation - Common Stock","Y",3990,64.46
"PCOM","Points International, Ltd. - Common Shares","Y",220.01,11.49
"PCRX","Pacira BioSciences, Inc. - Common Stock","Y",2930,43.1
"PCSA","Processa Pharmaceuticals, Inc. - Common Stock","Y",146.7,6.17
"PCSB","PCSB Financial Corporation - Common Stock","Y",273.63,13.95
"PCTI","PCTEL, Inc. - Common Stock","Y",121.45,16.04
"PCTY","Paylocity Holding Corporation - Common Stock","Y",10400,38.02
"PCVX","Vaxcyte, Inc. - Common Stock","Y",966.22,41.85
"PCYG","Park City Group, Inc. - Common Stock","Y",118.18,12.24
"PCYO","Pure Cycle Corporation - Common Stock","Y",384.51,22.97
"PDCE","PDC Energy, Inc. - Common Stock","Y",3610,98.38
"PDCO","Patterson Companies, Inc. - Common Stock","Y",3090,74.65
"PDD","Pinduoduo Inc. - American Depositary Shares","Y",161720,865.44
"PDEX","Pro-Dex, Inc. - Common Stock","Y",101.17,2.75
"PDFS","PDF Solutions, Inc. - Common Stock","Y",647.16,29.04
"PDLB","PDL Community Bancorp - Common Stock","Y",188.16,7.2
"PDLI","PDL BioPharma, Inc. - Common Stock","Y",NA,NA
"PDSB","PDS Biotechnology Corporation - Common Stock","Y",111.7,16.11
"PEBK","Peoples Bancorp of North Carolina, Inc. - Common Stock","Y",138.7,4.33
"PEBO","Peoples Bancorp Inc. - Common Stock","Y",659.19,18.89
"PECK","The Peck Company Holdings, Inc. - Common Stock","Y",NA,NA
"PEGA","Pegasystems Inc. - Common Stock","Y",10550,38.58
"PEIX","Pacific Ethanol, Inc. - Common Stock","Y",NA,NA
"PENN","Penn National Gaming, Inc. - Common Stock","Y",14670,148.59
"PEP","PepsiCo, Inc. - Common Stock","Y",197200,1380
"PERI","Perion Network Ltd - Ordinary Shares","Y",536.7,25.59
"PESI","Perma-Fix Environmental Services, Inc. - Common Stock","Y",86.05,11.32
"PETQ","PetIQ, Inc. - Class A Common Stock","Y",1120,24.93
"PETS","PetMed Express, Inc. - Common Stock","Y",630.89,19.59
"PETZ","TDH Holdings, Inc. - Common Shares","Y",124.88,11.97
"PFBC","Preferred Bank - Common Stock","Y",1010,13.6
"PFBI","Premier Financial Bancorp, Inc. - Common Stock","Y",278.16,11.77
"PFC","Premier Financial Corp.  - Common Stock","Y",1220,36.48
"PFG","Principal Financial Group Inc - Common Stock","Y",17280,271.92
"PFHD","Professional Holding Corp. - Class A Common Stock","Y",243.91,11.01
